std_dev_out_c,std_dev_in_c,avg_out_c,avg_in_c,in_pack_num_c,out_pack_num_c,in_pack_ratio_c,out_pack_ratio_c,total_pack_num_c,total_pack_sum_c,in_pack_sum_c,out_pack_sum_c,sum_med_c,std_dev_med_c,avg_med_c,sum_burst_med_c,avg_burst_med_c,std_burst_med_c,in_num_30_c,out_num_30_c,in_sum_30_c,out_sum_30_c,total_sum_pack_per_sec_c,total_num_pack_per_sec_c
8240.347,528.247,-9435.429,777.481,41,516,0.074,0.926,557,-243200,20992,-264192,349.265,14.024,6.35,15589.35,283.443,755.766,0.267,0.767,-0.533,1.533,-141.818,0.325
8768.429,1425.812,-9094.898,1083.964,705,5933,0.106,0.894,6638,-2676736,360960,-3037696,9860.125,4.75,14.783,3870165.03,5802.346,4554.462,0.333,0.7,-0.909,1.909,-27.046,0.067
9526.939,2196.545,-9885.446,1244.461,1033,8225,0.112,0.888,9258,-3682304,528896,-4211200,10695.395,6.337,12.568,5714084.075,6714.552,6516.829,0.333,0.7,-0.909,1.909,-31.142,0.078
5313.129,687.979,-3297.28,853.333,40,161,0.199,0.801,201,-61952,20480,-82432,513.065,9.975,10.471,18334.875,374.181,488.497,0.367,0.667,-1.222,2.222,-32.377,0.105
8939.034,2412.082,-9750.369,1303.046,1046,7846,0.118,0.882,8892,-3481600,535552,-4017152,12150.225,5.514,14.763,5894849.99,7162.637,6338.57,0.333,0.7,-0.909,1.909,-25.761,0.066
8762.941,1342.607,-9165.068,1160.712,433,3419,0.112,0.888,3852,-1528832,221696,-1750528,14861.685,14.963,38.905,3358299.615,8791.36,6129.537,0.267,0.767,-0.533,1.533,-9.726,0.025
9352.404,2318.425,-9868.609,1178.826,769,6457,0.106,0.894,7226,-2912256,393728,-3305984,8518.165,3.458,12.733,3257819.1,4869.685,3537.309,0.333,0.7,-0.909,1.909,-31.492,0.078
9069.465,2112.912,-10235.377,1215.131,1049,8856,0.106,0.894,9905,-3997184,537088,-4534272,10106.2,5.077,11.419,5476625.925,6188.278,5747.902,0.333,0.7,-0.909,1.909,-34.968,0.087
9139.757,1778.557,-9687.105,1089.641,664,5922,0.101,0.899,6586,-2692096,339968,-3032064,8090.315,4.503,12.945,2986027.625,4777.644,3949.434,0.333,0.7,-0.909,1.909,-32.297,0.079
8638.155,1382.147,-8443.482,1137.274,753,5607,0.118,0.882,6360,-2485248,385536,-2870784,7198.515,3.316,10.602,2806287.99,4132.972,3392.688,0.367,0.667,-1.222,2.222,-38.162,0.098
6896.691,580.265,-5604.571,749.714,82,613,0.118,0.882,695,-271872,41984,-313856,1627.295,11.698,14.529,128191.63,1144.568,1361.903,0.333,0.7,-0.909,1.909,-28.84,0.074
8819.135,1510.76,-8652.33,1149.644,732,5526,0.117,0.883,6258,-2454528,374784,-2829312,10134.85,4.206,15.52,3789807.875,5803.687,4293.95,0.333,0.7,-0.909,1.909,-25.35,0.065
8829.931,2474.242,-9085.062,1204.211,715,5412,0.117,0.883,6127,-2404864,366080,-2770944,8598.76,4.346,14.119,3033269.325,4980.738,3809.405,0.333,0.7,-0.909,1.909,-27.751,0.071
9537.493,1314.451,-10385.121,1028.907,629,6369,0.09,0.91,6998,-2938880,322048,-3260928,10743.51,4.292,17.135,3812426.705,6080.425,4432.555,0.3,0.733,-0.692,1.692,-24.286,0.058
5883.455,497.546,-4670.061,944.0,59,301,0.164,0.836,360,-123904,30208,-154112,523.67,14.986,8.056,26200.05,403.078,964.267,0.367,0.667,-1.222,2.222,-58.305,0.169
7542.238,846.69,-6727.68,950.857,91,657,0.122,0.878,748,-289792,46592,-336384,956.265,12.329,9.659,65505.28,661.669,1254.554,0.367,0.667,-1.222,2.222,-46.149,0.119
7245.963,743.3,-6766.431,931.84,91,674,0.119,0.881,765,-298496,46592,-345088,710.76,11.836,7.037,51431.08,509.219,1206.272,0.333,0.7,-0.909,1.909,-67.048,0.172
5804.147,774.257,-6606.769,913.569,91,671,0.119,0.881,762,-296960,46592,-343552,841.37,12.014,8.169,60379.635,586.21,1261.969,0.367,0.667,-1.222,2.222,-57.111,0.147
6799.888,720.983,-5660.444,872.563,121,796,0.132,0.868,917,-345600,61952,-407552,2459.72,13.793,17.201,248003.18,1734.288,1880.061,0.333,0.7,-0.909,1.909,-21.71,0.058
6616.616,1148.803,-4837.517,1261.714,69,274,0.201,0.799,343,-104960,35328,-140288,1225.28,12.956,21.496,45866.965,804.684,774.369,0.367,0.667,-1.222,2.222,-10.65,0.035
8391.657,2204.686,-8910.064,1243.248,981,7048,0.122,0.878,8029,-3106304,502272,-3608576,11265.735,6.309,13.926,5546107.71,6855.51,6622.806,0.333,0.7,-0.909,1.909,-27.27,0.07
10821.67,552.523,-11404.702,720.738,183,2918,0.059,0.941,3101,-1400320,93696,-1494016,8036.37,12.632,30.791,1288527.845,4936.888,3989.525,0.367,0.667,-1.222,2.222,-12.594,0.028
9017.741,545.217,-12274.526,708.013,419,7288,0.054,0.946,7707,-3516928,214528,-3731456,14407.16,6.657,23.735,5021308.08,8272.336,5882.881,0.333,0.7,-0.909,1.909,-18.361,0.04
9775.042,510.834,-12294.4,692.327,215,3842,0.053,0.947,4057,-1857024,110080,-1967104,5581.805,4.415,17.498,986678.755,3093.037,2080.868,0.367,0.667,-1.222,2.222,-24.654,0.054
10542.996,1135.639,-11095.093,937.49,531,6306,0.078,0.922,6837,-2956800,271872,-3228672,14306.365,5.485,24.624,4581045.93,7884.761,5288.304,0.367,0.667,-1.222,2.222,-17.237,0.04
9340.537,930.713,-10780.981,921.212,475,5580,0.078,0.922,6055,-2613760,243200,-2856960,11050.09,4.365,20.889,3189344.565,6029.007,3988.975,0.367,0.667,-1.222,2.222,-19.886,0.046
10500.391,601.638,-11588.84,766.92,355,5387,0.062,0.938,5742,-2576384,181760,-2758144,9547.63,5.096,20.1,2533645.68,5333.991,3616.194,0.367,0.667,-1.222,2.222,-21.358,0.048
10772.725,495.077,-11732.793,748.475,345,5431,0.06,0.94,5776,-2604032,176640,-2780672,9052.13,4.418,19.138,2369300.65,5009.092,3387.314,0.333,0.7,-0.909,1.909,-22.907,0.051
10216.129,693.244,-12181.91,817.81,353,5282,0.063,0.937,5635,-2523648,180736,-2704384,7963.24,4.396,17.976,1960195.895,4424.821,3027.718,0.367,0.667,-1.222,2.222,-23.967,0.054
9927.726,601.912,-12636.779,710.249,412,7355,0.053,0.947,7767,-3554816,210944,-3765760,12782.92,4.86,21.484,4222575.655,7096.766,4796.0,0.333,0.7,-0.909,1.909,-20.621,0.045
3068.515,249.09,-2925.714,827.077,21,80,0.208,0.792,101,-30208,10752,-40960,181.24,15.303,6.713,4084.69,151.285,395.835,0.333,0.7,-0.909,1.909,-65.962,0.221
2412.883,249.09,-2596.571,827.077,21,71,0.228,0.772,92,-25600,10752,-36352,182.35,15.543,6.754,4127.835,152.883,401.677,0.333,0.7,-0.909,1.909,-62.465,0.224
2780.631,249.09,-2596.571,827.077,21,71,0.228,0.772,92,-25600,10752,-36352,181.175,15.506,6.71,4084.87,151.291,401.063,0.333,0.7,-0.909,1.909,-63.445,0.228
3076.351,249.09,-2852.571,827.077,21,78,0.212,0.788,99,-29184,10752,-39936,209.01,15.537,7.741,4565.59,169.096,403.993,0.333,0.7,-0.909,1.909,-50.683,0.172
11258.483,637.024,-11985.028,821.088,348,5103,0.064,0.936,5451,-2434560,178176,-2612736,11009.765,7.172,25.31,2729554.3,6274.837,4516.835,0.333,0.7,-0.909,1.909,-17.088,0.038
7940.64,1819.769,-8827.671,1160.699,467,3569,0.116,0.884,4036,-1588224,239104,-1827328,16033.15,12.694,38.821,3892145.685,9424.082,6788.435,0.333,0.7,-0.909,1.909,-9.458,0.024
10837.145,876.742,-11950.442,791.893,348,5275,0.062,0.938,5623,-2522624,178176,-2700800,10096.535,6.093,22.387,2585704.765,5733.27,4091.722,0.333,0.7,-0.909,1.909,-19.072,0.043
11005.446,562.211,-12060.194,768.0,339,5347,0.06,0.94,5686,-2564096,173568,-2737664,8578.475,4.5,18.937,2149414.065,4744.843,3206.134,0.367,0.667,-1.222,2.222,-23.031,0.051
11708.594,2218.383,-13180.514,1131.58,568,6616,0.079,0.921,7184,-3096576,290816,-3387392,24204.25,9.305,47.09,6637739.865,12913.891,7881.092,0.333,0.7,-0.909,1.909,-8.801,0.02
9477.961,541.309,-12492.411,742.595,380,6417,0.056,0.944,6797,-3090944,194560,-3285504,10736.65,5.193,20.451,3161472.43,6021.852,4175.113,0.333,0.7,-0.909,1.909,-21.608,0.048
10804.238,578.358,-12236.576,776.982,346,5473,0.059,0.941,5819,-2625024,177152,-2802176,11982.035,5.358,26.219,2967388.225,6493.191,4218.639,0.333,0.7,-0.909,1.909,-16.733,0.037
9028.037,1383.697,-12286.264,952.599,547,7079,0.072,0.928,7626,-3344384,280064,-3624448,18824.055,11.125,31.959,6616109.15,11232.783,8595.691,0.367,0.667,-1.222,2.222,-12.927,0.029
8539.574,977.814,-10825.392,862.685,492,6195,0.074,0.926,6687,-2919936,251904,-3171840,15127.395,5.812,25.859,4911712.925,8396.09,5692.682,0.367,0.667,-1.222,2.222,-16.18,0.037
10643.467,1208.494,-13363.2,966.9,508,7047,0.067,0.933,7555,-3347968,260096,-3608064,11823.195,4.796,21.935,3472817.375,6443.075,4120.838,0.367,0.667,-1.222,2.222,-19.198,0.043
10362.26,1304.204,-11953.778,1090.007,611,6724,0.083,0.917,7335,-3129856,312832,-3442688,9170.065,3.531,15.948,2860158.37,4974.188,3266.67,0.367,0.667,-1.222,2.222,-25.866,0.061
9704.837,1183.811,-10930.176,1087.743,529,5337,0.09,0.91,5866,-2461696,270848,-2732544,8000.435,5.514,16.033,2230667.87,4470.276,3697.728,0.367,0.667,-1.222,2.222,-24.911,0.059
10868.618,1372.894,-11424.132,1070.545,506,5422,0.085,0.915,5928,-2516992,259072,-2776064,7697.215,3.286,15.871,2007102.195,4138.355,2618.473,0.367,0.667,-1.222,2.222,-25.782,0.061
10063.912,1261.542,-11635.315,1086.552,469,5045,0.085,0.915,5514,-2342912,240128,-2583040,8896.74,4.943,20.083,2173492.5,4906.304,3266.833,0.333,0.7,-0.909,1.909,-20.38,0.048
9372.132,1092.954,-11164.903,929.129,617,7436,0.077,0.923,8053,-3491328,315904,-3807232,13674.29,4.859,20.08,5145856.335,7556.324,5316.886,0.333,0.7,-0.909,1.909,-20.998,0.048
10456.675,868.943,-12440.675,870.864,563,8067,0.065,0.935,8630,-3842048,288256,-4130304,18778.21,5.898,28.323,6797716.715,10252.966,6590.599,0.367,0.667,-1.222,2.222,-14.949,0.034
8475.085,752.071,-7699.692,923.608,92,782,0.105,0.895,874,-353280,47104,-400384,2092.615,10.749,20.317,139050.39,1350.004,1174.621,0.333,0.7,-0.909,1.909,-15.591,0.039
11211.985,1533.342,-13263.515,1010.373,519,6839,0.071,0.929,7358,-3235840,265728,-3501568,8087.36,3.262,15.346,2290178.995,4345.691,2741.482,0.333,0.7,-0.909,1.909,-27.555,0.063
10342.479,1143.167,-12356.865,912.891,608,8254,0.069,0.931,8862,-3914752,311296,-4226048,12951.775,6.407,18.963,4938752.69,7230.97,6030.623,0.367,0.667,-1.222,2.222,-23.091,0.052
10316.23,1831.476,-10939.925,1060.571,551,5705,0.088,0.912,6256,-2638848,282112,-2920960,8794.025,3.4,16.499,2531873.62,4750.232,3027.208,0.3,0.733,-0.692,1.692,-24.502,0.058
9735.774,1127.045,-11793.194,1008.659,526,6173,0.079,0.921,6699,-2891264,269312,-3160576,10738.785,4.15,20.072,3077471.46,5752.283,3646.589,0.367,0.667,-1.222,2.222,-20.747,0.048
3288.176,255.241,-2852.571,787.692,20,78,0.204,0.796,98,-29696,10240,-39936,190.63,15.338,7.06,4284.26,158.676,397.024,0.367,0.667,-1.222,2.222,-57.499,0.19
3068.964,256.0,-2696.533,768.0,21,79,0.21,0.79,100,-29696,10752,-40448,259.065,14.921,8.933,5888.5,203.052,419.705,0.367,0.667,-1.222,2.222,-39.549,0.133
9364.847,2307.139,-9255.662,1430.695,394,2567,0.133,0.867,2961,-1112576,201728,-1314304,8576.655,13.546,30.306,1515474.83,5355.035,4459.867,0.367,0.667,-1.222,2.222,-11.519,0.031
7394.873,3013.015,-8071.529,1615.238,265,1340,0.165,0.835,1605,-550400,135680,-686080,5817.46,15.979,34.423,618240.29,3658.227,2934.836,0.367,0.667,-1.222,2.222,-8.684,0.025
10507.62,1272.938,-12814.322,1006.035,560,7158,0.073,0.927,7718,-3378176,286720,-3664896,11392.055,4.485,19.951,3554814.165,6225.594,4124.157,0.367,0.667,-1.222,2.222,-21.219,0.048
3975.896,538.615,-3385.806,819.2,48,205,0.19,0.81,253,-80384,24576,-104960,1325.995,9.879,21.738,50108.42,821.45,674.011,0.367,0.667,-1.222,2.222,-12.905,0.041
9253.162,732.106,-11101.558,823.742,399,5399,0.069,0.931,5798,-2560000,204288,-2764288,14046.355,7.507,28.262,3965291.23,7978.453,5536.094,0.367,0.667,-1.222,2.222,-15.378,0.035
10101.471,664.031,-11124.772,800.705,355,4954,0.067,0.933,5309,-2354688,181760,-2536448,10325.04,5.729,22.692,2633479.3,5787.867,4052.719,0.367,0.667,-1.222,2.222,-19.291,0.043
11417.115,1962.367,-11864.68,1114.649,664,7091,0.086,0.914,7755,-3290624,339968,-3630592,12553.68,3.847,20.546,4107520.34,6722.619,4199.79,0.367,0.667,-1.222,2.222,-19.887,0.047
10488.796,1684.201,-12274.872,1024.0,546,6545,0.077,0.923,7091,-3071488,279552,-3351040,17172.6,7.2,31.452,5189047.03,9503.749,6201.956,0.333,0.7,-0.909,1.909,-13.038,0.03
9935.775,1030.331,-11376.191,833.536,407,5577,0.068,0.932,5984,-2647040,208384,-2855424,10048.795,5.177,20.057,2841648.875,5671.954,3898.692,0.367,0.667,-1.222,2.222,-21.476,0.049
9731.507,795.244,-10991.452,826.626,423,5646,0.07,0.93,6069,-2674176,216576,-2890752,13904.05,4.595,26.484,3936861.675,7498.784,4858.878,0.367,0.667,-1.222,2.222,-16.48,0.037
7494.769,1453.394,-8846.689,1195.604,425,3162,0.118,0.882,3587,-1401344,217600,-1618944,12586.805,11.563,34.484,2713961.9,7435.512,5780.59,0.333,0.7,-0.909,1.909,-10.691,0.027
9459.69,792.287,-11423.874,828.952,408,5645,0.067,0.933,6053,-2681344,208896,-2890240,10270.635,5.193,20.338,2909767.88,5761.917,3882.091,0.333,0.7,-0.909,1.909,-21.234,0.048
9074.799,887.125,-11264.0,850.677,427,5654,0.07,0.93,6081,-2676224,218624,-2894848,10873.45,5.658,21.155,3159629.15,6147.138,4229.34,0.367,0.667,-1.222,2.222,-20.349,0.046
9553.938,1265.24,-10999.306,981.333,506,5693,0.082,0.918,6199,-2655744,259072,-2914816,8799.225,3.526,16.634,2506162.82,4737.548,2979.892,0.333,0.7,-0.909,1.909,-24.768,0.058
4735.761,256.0,-4340.87,768.0,33,195,0.145,0.855,228,-82944,16896,-99840,945.775,14.25,21.017,28922.505,642.722,627.319,0.333,0.7,-0.909,1.909,-14.059,0.039
4144.068,505.127,-3683.097,819.2,48,223,0.177,0.823,271,-89600,24576,-114176,936.03,15.139,15.345,42780.045,701.312,873.008,0.367,0.667,-1.222,2.222,-16.599,0.05
4598.063,449.648,-3776.0,779.13,35,177,0.165,0.835,212,-72704,17920,-90624,569.53,9.253,12.118,18512.955,393.893,443.507,0.333,0.7,-0.909,1.909,-24.428,0.071
2907.601,255.241,-2816.0,787.692,20,77,0.206,0.794,97,-29184,10240,-39424,260.77,15.727,9.658,5344.16,197.932,414.869,0.367,0.667,-1.222,2.222,-37.726,0.125
5255.099,381.848,-3730.286,787.692,20,102,0.164,0.836,122,-41984,10240,-52224,577.23,19.012,21.379,11344.29,420.159,450.09,0.4,0.633,-1.714,2.714,-11.987,0.035
9067.504,1353.246,-10480.485,996.745,512,5404,0.087,0.913,5916,-2504704,262144,-2766848,9719.885,4.459,18.444,2850451.195,5408.826,3621.732,0.333,0.7,-0.909,1.909,-21.728,0.051
9373.157,860.406,-11157.928,907.264,443,5470,0.075,0.925,5913,-2573824,226816,-2800640,8932.465,4.51,17.829,2489593.44,4969.248,3464.828,0.367,0.667,-1.222,2.222,-24.027,0.055
9179.762,809.851,-11262.0,857.349,427,5631,0.07,0.93,6058,-2664448,218624,-2883072,10185.7,4.711,19.933,2896154.89,5667.622,3803.84,0.367,0.667,-1.222,2.222,-21.557,0.049
9506.691,890.357,-11716.369,889.806,431,5698,0.07,0.93,6129,-2696704,220672,-2917376,8436.03,4.232,16.974,2343061.135,4714.409,3221.34,0.333,0.7,-0.909,1.909,-25.239,0.057
9072.214,805.881,-10890.221,834.443,427,5594,0.071,0.929,6021,-2645504,218624,-2864128,12193.85,5.51,23.226,3562698.76,6786.093,4646.86,0.333,0.7,-0.909,1.909,-18.637,0.042
9297.633,590.667,-12085.895,761.081,55,897,0.058,0.942,952,-431104,28160,-459264,643.95,2.835,8.586,27765.475,370.206,256.853,0.367,0.667,-1.222,2.222,-46.46,0.103
9855.909,559.552,-11301.463,806.4,63,905,0.065,0.935,968,-431104,32256,-463360,342.905,3.412,4.233,17382.065,214.593,295.975,0.367,0.667,-1.222,2.222,-100.586,0.226
9128.095,633.436,-10934.857,804.571,66,897,0.069,0.931,963,-425472,33792,-459264,678.61,1.799,8.079,30883.835,367.665,238.31,0.367,0.667,-1.222,2.222,-51.082,0.116
8040.273,494.871,-11723.487,768.0,57,893,0.06,0.94,950,-428032,29184,-457216,753.8,3.546,9.79,33970.45,441.175,313.563,0.367,0.667,-1.222,2.222,-40.103,0.089
10122.258,587.325,-11151.61,811.707,65,893,0.068,0.932,958,-423936,33280,-457216,455.86,2.112,5.559,21943.725,267.606,190.667,0.367,0.667,-1.222,2.222,-69.648,0.157
8834.448,566.19,-11340.8,787.692,60,886,0.063,0.937,946,-422912,30720,-453632,578.695,2.568,7.325,26468.22,335.041,226.782,0.333,0.7,-0.909,1.909,-52.772,0.118
8028.898,450.223,-10886.095,755.81,62,893,0.065,0.935,955,-425472,31744,-457216,741.61,2.697,8.829,34963.59,416.233,275.327,0.333,0.7,-0.909,1.909,-45.755,0.103
8359.792,589.747,-11558.4,774.564,59,903,0.061,0.939,962,-432128,30208,-462336,503.955,2.111,6.379,22834.345,289.042,193.351,0.367,0.667,-1.222,2.222,-61.555,0.137
8554.338,548.462,-11151.61,742.4,58,893,0.061,0.939,951,-427520,29696,-457216,683.785,3.211,8.442,32692.04,403.605,282.513,0.367,0.667,-1.222,2.222,-45.168,0.1
9225.186,494.1,-10437.818,756.364,65,897,0.068,0.932,962,-425984,33280,-459264,711.975,2.632,8.091,35878.295,407.708,285.774,0.333,0.7,-0.909,1.909,-48.876,0.11
8233.803,516.524,-11430.4,748.308,57,893,0.06,0.94,950,-428032,29184,-457216,544.01,3.242,6.886,25143.705,318.275,285.084,0.3,0.733,-0.692,1.692,-59.601,0.132
9097.959,543.758,-11081.143,761.756,61,909,0.063,0.937,970,-434176,31232,-465408,431.2,3.86,5.195,22631.205,272.665,345.838,0.333,0.7,-0.909,1.909,-83.292,0.186
10420.734,502.774,-10656.744,768.0,63,895,0.066,0.934,958,-425984,32256,-458240,763.065,9.419,8.977,43267.4,509.028,837.872,0.333,0.7,-0.909,1.909,-51.63,0.116
8326.094,624.698,-11978.105,802.595,58,889,0.061,0.939,947,-425472,29696,-455168,555.19,2.437,7.403,23515.44,313.539,202.678,0.367,0.667,-1.222,2.222,-53.978,0.12
3504.84,512.0,-2496.0,1024.0,16,39,0.291,0.709,55,-11776,8192,-19968,59.335,4.463,3.708,727.92,45.495,65.765,0.4,0.633,-1.714,2.714,-53.882,0.252
3865.515,547.351,-3072.0,1024.0,14,48,0.226,0.774,62,-17408,7168,-24576,52.58,4.659,3.505,611.14,40.743,64.672,0.367,0.667,-1.222,2.222,-63.146,0.225
8932.492,436.31,-10934.857,768.0,63,897,0.066,0.934,960,-427008,32256,-459264,434.04,1.746,5.167,20881.805,248.593,172.046,0.367,0.667,-1.222,2.222,-76.474,0.172
8560.154,464.039,-10886.095,768.0,63,893,0.066,0.934,956,-424960,32256,-457216,645.34,2.473,7.683,30748.555,366.054,251.864,0.367,0.667,-1.222,2.222,-52.335,0.118
7983.546,691.897,-11881.026,794.947,59,905,0.061,0.939,964,-433152,30208,-463360,524.88,2.505,6.817,23701.515,307.812,215.944,0.333,0.7,-0.909,1.909,-56.992,0.127
8775.382,538.731,-10947.048,768.0,63,898,0.066,0.934,961,-427520,32256,-459776,600.49,2.562,7.149,29140.535,346.911,240.032,0.367,0.667,-1.222,2.222,-55.444,0.125
9940.667,964.162,-12985.67,830.578,146,2308,0.059,0.941,2454,-1106944,74752,-1181696,1721.76,2.124,9.512,171745.58,948.871,635.264,0.267,0.767,-0.533,1.533,-45.334,0.101
8772.265,1078.851,-13238.857,819.2,144,2353,0.058,0.942,2497,-1131008,73728,-1204736,1353.625,3.688,7.479,147847.81,816.839,809.101,0.3,0.733,-0.692,1.692,-59.421,0.131
10705.062,916.608,-12407.83,825.806,150,2278,0.062,0.938,2428,-1089536,76800,-1166336,1434.515,3.464,7.671,154237.635,824.8,810.838,0.3,0.733,-0.692,1.692,-56.582,0.126
9676.574,1003.741,-13335.54,863.256,145,2266,0.06,0.94,2411,-1085952,74240,-1160192,2427.97,5.352,14.035,253103.15,1463.024,1179.963,0.3,0.733,-0.692,1.692,-29.571,0.066
9650.834,765.51,-13282.575,829.793,141,2257,0.059,0.941,2398,-1083392,72192,-1155584,1921.94,4.497,11.046,204587.82,1175.792,924.913,0.3,0.733,-0.692,1.692,-37.753,0.084
8659.455,899.204,-12839.822,819.2,144,2257,0.06,0.94,2401,-1081856,73728,-1155584,1336.785,2.683,7.427,142808.435,793.38,625.85,0.3,0.733,-0.692,1.692,-55.61,0.123
10659.552,606.804,-11995.429,765.361,145,2296,0.059,0.941,2441,-1101312,74240,-1175552,1246.86,3.605,6.394,139285.26,714.283,821.033,0.3,0.733,-0.692,1.692,-71.324,0.158
3279.232,727.063,-2944.0,884.364,19,69,0.216,0.784,88,-25600,9728,-35328,167.31,5.094,7.274,2601.0,113.087,106.4,0.267,0.767,-0.533,1.533,-32.824,0.113
9604.1,846.426,-12964.978,822.652,143,2279,0.059,0.941,2422,-1093632,73216,-1166848,1205.36,3.288,6.734,128291.34,716.711,721.616,0.3,0.733,-0.692,1.692,-65.873,0.146
9089.929,710.948,-13265.455,770.943,131,2280,0.054,0.946,2411,-1100288,67072,-1167360,1292.085,2.393,7.383,127743.51,729.963,581.379,0.267,0.767,-0.533,1.533,-58.829,0.129
10714.214,820.508,-13012.854,768.0,132,2262,0.055,0.945,2394,-1090560,67584,-1158144,1223.74,2.385,6.914,122682.02,693.119,573.982,0.267,0.767,-0.533,1.533,-63.344,0.139
10616.216,748.074,-12800.0,776.828,132,2200,0.057,0.943,2332,-1058816,67584,-1126400,2394.985,4.277,13.686,242551.435,1386.008,1050.338,0.233,0.8,-0.412,1.412,-30.859,0.068
10042.428,979.567,-13027.556,805.393,140,2290,0.058,0.942,2430,-1100800,71680,-1172480,1507.48,3.127,8.422,158495.62,885.45,722.575,0.267,0.767,-0.533,1.533,-50.696,0.112
8988.866,512.425,-12058.667,727.579,135,2261,0.056,0.944,2396,-1088512,69120,-1157632,1898.515,3.594,9.94,203292.355,1064.358,911.578,0.3,0.733,-0.692,1.692,-43.86,0.097
10179.984,782.383,-13064.258,790.261,142,2373,0.056,0.944,2515,-1142272,72704,-1214976,2479.895,4.124,13.405,264270.925,1428.491,1077.256,0.3,0.733,-0.692,1.692,-32.008,0.07
8880.51,848.856,-12760.615,810.198,144,2268,0.06,0.94,2412,-1087488,73728,-1161216,1187.18,1.585,6.523,118942.52,653.53,440.301,0.3,0.733,-0.692,1.692,-65.675,0.146
9756.322,973.206,-13746.605,849.318,141,2309,0.058,0.942,2450,-1110016,72192,-1182208,1339.11,3.285,7.831,136933.415,800.78,723.109,0.267,0.767,-0.533,1.533,-52.531,0.116
9502.305,980.39,-12541.247,847.828,154,2278,0.063,0.937,2432,-1087488,78848,-1166336,1269.79,1.535,6.827,128500.915,690.865,456.973,0.267,0.767,-0.533,1.533,-62.157,0.139
9714.928,1098.006,-13613.176,859.429,141,2260,0.059,0.941,2401,-1084928,72192,-1157120,3374.47,8.82,19.967,355568.925,2103.958,1730.985,0.267,0.767,-0.533,1.533,-21.1,0.047
9477.441,876.606,-12777.978,829.217,149,2321,0.06,0.94,2470,-1112064,76288,-1188352,1743.58,2.818,9.425,182091.125,984.276,740.899,0.3,0.733,-0.692,1.692,-45.647,0.101
9064.702,867.314,-11120.18,864.904,299,3866,0.072,0.928,4165,-1826304,153088,-1979392,7585.97,7.276,21.369,1553645.6,4376.466,3380.005,0.367,0.667,-1.222,2.222,-19.78,0.045
10092.87,706.122,-11133.091,804.571,275,3827,0.067,0.933,4102,-1818624,140800,-1959424,6654.935,5.969,18.96,1315149.135,3746.864,2821.452,0.333,0.7,-0.909,1.909,-22.638,0.051
9090.781,837.167,-11534.135,815.407,258,3672,0.066,0.934,3930,-1747968,132096,-1880064,6681.33,5.242,20.558,1197988.725,3686.119,2366.683,0.333,0.7,-0.909,1.909,-20.371,0.046
9501.877,789.248,-11727.698,758.278,234,3642,0.06,0.94,3876,-1744896,119808,-1864704,7330.55,6.731,23.125,1308064.35,4126.386,2826.205,0.367,0.667,-1.222,2.222,-18.35,0.041
9677.429,1044.401,-12368.314,865.684,257,3696,0.065,0.935,3953,-1760768,131584,-1892352,6059.875,5.385,19.868,1030982.3,3380.27,2221.637,0.333,0.7,-0.909,1.909,-20.851,0.047
9488.996,1739.568,-10671.484,1164.955,562,5169,0.098,0.902,5731,-2358784,287744,-2646528,8501.425,3.66,17.175,2278386.94,4602.802,2922.597,0.333,0.7,-0.909,1.909,-23.077,0.056
9324.163,767.62,-11769.6,792.151,246,3678,0.063,0.937,3924,-1757184,125952,-1883136,5919.145,5.689,18.555,1062034.575,3329.262,2353.136,0.333,0.7,-0.909,1.909,-22.856,0.051
8174.459,2197.391,-8147.2,1190.4,186,1273,0.127,0.873,1459,-556544,95232,-651776,3897.76,10.581,24.361,386331.7,2414.573,1979.237,0.367,0.667,-1.222,2.222,-13.129,0.034
8993.911,725.582,-10667.154,759.172,258,3646,0.066,0.934,3904,-1734656,132096,-1866752,7921.075,7.064,22.696,1594024.505,4567.405,3210.293,0.333,0.7,-0.909,1.909,-18.268,0.041
11389.537,1255.608,-12516.174,1035.171,556,6747,0.076,0.924,7303,-3169792,284672,-3454464,11335.325,3.675,20.572,3343661.285,6068.351,3833.879,0.367,0.667,-1.222,2.222,-20.353,0.047
8909.866,1171.403,-10055.751,961.993,543,5676,0.087,0.913,6219,-2628096,278016,-2906112,15304.0,7.0,26.478,5037569.45,8715.518,6228.941,0.333,0.7,-0.909,1.909,-14.983,0.035
7712.773,570.133,-7692.8,958.359,73,601,0.108,0.892,674,-270336,37376,-307712,1523.04,11.36,19.279,78511.2,993.813,956.277,0.367,0.667,-1.222,2.222,-17.055,0.043
8949.298,799.145,-11182.201,801.524,263,3691,0.067,0.933,3954,-1755136,134656,-1889792,7060.69,6.189,20.952,1351593.215,4010.662,2853.268,0.333,0.7,-0.909,1.909,-20.022,0.045
9790.006,2012.225,-11101.496,1196.157,535,4987,0.097,0.903,5522,-2279424,273920,-2553344,8637.125,4.308,18.817,2165426.215,4717.704,3066.285,0.367,0.667,-1.222,2.222,-20.99,0.051
9462.209,907.11,-11463.805,838.675,267,3672,0.068,0.932,3939,-1743360,136704,-1880064,6144.9,5.01,18.792,1117649.81,3417.889,2225.569,0.3,0.733,-0.692,1.692,-22.131,0.05
