std_dev_out_c,std_dev_in_c,avg_out_c,avg_in_c,in_pack_num_c,out_pack_num_c,in_pack_ratio_c,out_pack_ratio_c,total_pack_num_c,total_pack_sum_c,in_pack_sum_c,out_pack_sum_c,sum_med_c,std_dev_med_c,avg_med_c,sum_burst_med_c,avg_burst_med_c,std_burst_med_c,in_num_30_c,out_num_30_c,in_sum_30_c,out_sum_30_c,total_sum_pack_per_sec_c,total_num_pack_per_sec_c
10108.387,1091.977,-13066.521,891.78,634,9315,0.064,0.936,9949,-4444672,324608,-4769280,6213.94,2.398,8.524,2620337.345,3594.427,2588.723,0.267,0.767,-0.533,1.533,-51.152,0.115
8721.619,895.492,-11537.398,827.173,664,9284,0.067,0.933,9948,-4413440,339968,-4753408,5407.105,2.741,6.57,2756639.58,3349.501,2746.096,0.3,0.733,-0.692,1.692,-64.664,0.146
8731.15,1354.874,-10361.905,1119.319,411,3825,0.097,0.903,4236,-1747968,210432,-1958400,9927.595,13.887,26.333,2421743.45,6423.723,5931.844,0.267,0.767,-0.533,1.533,-15.362,0.037
9559.067,1111.785,-13352.157,917.573,638,9310,0.064,0.936,9948,-4440064,326656,-4766720,5600.825,2.329,7.855,2327277.745,3264.064,2370.708,0.3,0.733,-0.692,1.692,-56.072,0.126
10023.669,806.016,-11669.333,812.658,646,9299,0.065,0.935,9945,-4430336,330752,-4761088,9342.555,3.867,11.463,4523732.495,5550.592,4099.887,0.3,0.733,-0.692,1.692,-38.562,0.087
8785.475,1022.742,-11655.233,861.32,683,9265,0.069,0.931,9948,-4393984,349696,-4743680,4516.29,1.854,5.555,2184114.435,2686.488,2086.244,0.3,0.733,-0.692,1.692,-76.48,0.173
9867.743,824.591,-12707.404,838.315,614,9332,0.062,0.938,9946,-4463616,314368,-4777984,7798.795,3.645,10.385,3514154.005,4679.3,3670.187,0.233,0.8,-0.412,1.412,-42.61,0.095
9460.724,856.275,-12050.101,819.2,632,9320,0.064,0.936,9952,-4448256,323584,-4771840,4981.925,1.531,6.298,2234671.61,2825.122,1977.323,0.233,0.8,-0.412,1.412,-70.079,0.157
9489.83,822.118,-12466.667,807.436,604,9350,0.061,0.939,9954,-4477952,309248,-4787200,5315.575,1.51,6.93,2269758.27,2959.268,1993.076,0.3,0.733,-0.692,1.692,-64.037,0.142
9045.177,814.548,-12482.161,760.0,570,9386,0.057,0.943,9956,-4513792,291840,-4805632,6635.795,2.534,8.629,2969323.705,3861.279,2812.609,0.267,0.767,-0.533,1.533,-51.388,0.113
10590.762,854.286,-12402.073,808.561,608,9350,0.061,0.939,9958,-4475904,311296,-4787200,7586.53,3.724,9.84,3553759.995,4609.287,3589.733,0.3,0.733,-0.692,1.692,-44.688,0.099
9923.349,895.329,-12435.616,802.667,602,9351,0.06,0.94,9953,-4479488,308224,-4787712,7061.96,3.196,9.183,3250922.485,4227.467,3250.97,0.3,0.733,-0.692,1.692,-47.526,0.106
9184.467,926.601,-11700.521,817.182,648,9301,0.065,0.935,9949,-4430336,331776,-4762112,4756.77,1.675,5.851,2242206.31,2757.941,1981.345,0.3,0.733,-0.692,1.692,-75.113,0.169
10015.26,1183.572,-11661.785,916.837,231,2961,0.072,0.928,3192,-1397760,118272,-1516032,1135.96,10.421,4.386,219941.785,849.196,2707.127,0.3,0.733,-0.692,1.692,-153.783,0.351
8221.696,1635.807,-7872.0,1332.825,164,984,0.143,0.857,1148,-419840,83968,-503808,1006.685,5.376,7.927,81290.735,640.085,763.014,0.4,0.633,-1.714,2.714,-44.567,0.122
8428.684,949.405,-8650.105,978.286,107,963,0.1,0.9,1070,-438272,54784,-493056,835.0,2.339,7.389,54673.36,483.835,341.332,0.367,0.667,-1.222,2.222,-49.215,0.12
8272.747,1528.779,-8365.559,1359.448,154,964,0.138,0.862,1118,-414720,78848,-493568,510.24,4.591,4.361,39239.43,335.38,568.044,0.4,0.633,-1.714,2.714,-89.795,0.242
9826.861,1652.08,-9068.475,1332.966,151,1045,0.126,0.874,1196,-457728,77312,-535040,615.025,1.565,5.257,41257.32,352.627,254.465,0.433,0.6,-2.6,3.6,-66.738,0.174
8247.908,1705.985,-7793.778,1395.613,169,959,0.15,0.85,1128,-404480,86528,-491008,735.945,4.697,5.888,58252.17,466.017,644.86,0.433,0.6,-2.6,3.6,-60.811,0.17
10007.098,1579.797,-9017.806,1326.164,158,1092,0.126,0.874,1250,-478208,80896,-559104,919.955,3.798,7.479,66542.06,540.992,563.839,0.4,0.633,-1.714,2.714,-50.286,0.131
8897.654,2039.459,-9667.254,1447.724,164,1114,0.128,0.872,1278,-486400,83968,-570368,527.47,1.763,4.508,37268.365,318.533,244.829,0.433,0.6,-2.6,3.6,-73.482,0.193
7816.196,1274.24,-8630.857,1097.143,120,944,0.113,0.887,1064,-421888,61440,-483328,909.05,4.901,8.117,68094.51,607.987,566.579,0.433,0.6,-2.6,3.6,-38.551,0.097
8093.537,904.009,-8610.133,1041.356,120,1009,0.106,0.894,1129,-455168,61440,-516608,619.565,1.907,5.206,43801.02,368.076,269.697,0.433,0.6,-2.6,3.6,-67.478,0.167
7990.857,1582.873,-8139.932,1253.517,142,938,0.131,0.869,1080,-407552,72704,-480256,582.79,1.648,4.981,39544.855,337.99,242.829,0.367,0.667,-1.222,2.222,-68.094,0.18
8745.406,1928.207,-9187.556,1497.358,155,969,0.138,0.862,1124,-416768,79360,-496128,557.715,1.732,5.212,34842.535,325.631,232.408,0.4,0.633,-1.714,2.714,-62.865,0.17
9224.646,1371.436,-8598.349,1139.613,138,1058,0.115,0.885,1196,-471040,70656,-541696,1082.57,2.59,8.661,76735.715,613.886,416.879,0.4,0.633,-1.714,2.714,-41.193,0.105
8378.647,1552.301,-8564.364,1156.741,122,920,0.117,0.883,1042,-408576,62464,-471040,626.375,2.161,5.747,40792.07,374.239,277.198,0.433,0.6,-2.6,3.6,-59.125,0.151
7801.122,1615.209,-7927.742,1376.525,164,960,0.146,0.854,1124,-407552,83968,-491520,551.03,4.463,4.48,43780.27,355.937,583.038,0.433,0.6,-2.6,3.6,-83.774,0.231
8217.776,1873.095,-8333.241,1437.193,160,944,0.145,0.855,1104,-401408,81920,-483328,858.13,2.295,7.462,56577.92,491.982,338.911,0.4,0.633,-1.714,2.714,-44.117,0.121
8123.945,907.679,-8317.754,1024.0,112,926,0.108,0.892,1038,-416768,57344,-474112,942.495,2.469,8.341,61079.685,540.528,377.332,0.4,0.633,-1.714,2.714,-42.735,0.106
8952.199,2554.872,-10402.909,1297.86,109,894,0.109,0.891,1003,-401920,55808,-457728,584.325,2.536,6.716,30186.17,346.967,250.954,0.367,0.667,-1.222,2.222,-52.094,0.13
8693.269,1660.9,-8183.322,1253.517,142,943,0.131,0.869,1085,-410112,72704,-482816,613.02,1.744,5.239,41531.925,354.974,247.566,0.433,0.6,-2.6,3.6,-64.402,0.17
9624.025,1769.324,-10056.453,1289.846,131,1041,0.112,0.888,1172,-465920,67072,-532992,606.705,1.967,5.778,37465.22,356.812,262.978,0.367,0.667,-1.222,2.222,-60.46,0.152
7233.215,1306.351,-6008.163,1141.333,107,575,0.157,0.843,682,-239616,54784,-294400,797.185,16.396,8.218,62679.54,646.181,1553.951,0.433,0.6,-2.6,3.6,-82.789,0.236
9395.79,1314.869,-9038.769,1325.176,132,918,0.126,0.874,1050,-402432,67584,-470016,363.86,2.339,3.533,23667.685,229.783,269.592,0.267,0.767,-0.533,1.533,-109.645,0.286
9045.73,1540.171,-10967.579,1148.541,83,814,0.093,0.907,897,-374272,42496,-416768,217.725,1.19,2.903,9808.84,130.785,107.151,0.3,0.733,-0.692,1.692,-134.587,0.323
8325.443,1124.088,-8380.632,1042.286,114,933,0.109,0.891,1047,-419328,58368,-477696,686.37,1.898,6.074,44678.805,395.388,287.943,0.267,0.767,-0.533,1.533,-61.553,0.154
8708.335,1143.453,-9188.073,1080.889,114,987,0.104,0.896,1101,-446976,58368,-505344,391.45,1.365,3.591,25502.77,233.97,183.677,0.267,0.767,-0.533,1.533,-108.119,0.266
7703.982,1837.809,-9557.333,1323.472,137,1008,0.12,0.88,1145,-445952,70144,-516096,471.215,1.323,4.404,28888.235,269.984,195.588,0.3,0.733,-0.692,1.692,-84.515,0.217
8466.533,1303.646,-7738.754,1117.867,131,922,0.124,0.876,1053,-404992,67072,-472064,685.41,3.846,5.665,52633.72,434.989,520.207,0.267,0.767,-0.533,1.533,-69.512,0.181
8162.56,1468.13,-9225.309,1194.667,126,991,0.113,0.887,1117,-442880,64512,-507392,468.66,1.669,4.3,30893.55,283.427,229.31,0.3,0.733,-0.692,1.692,-84.991,0.214
8851.943,1508.992,-8292.571,1275.345,137,907,0.131,0.869,1044,-394240,70144,-464384,397.12,3.011,3.578,28721.63,258.753,362.378,0.333,0.7,-0.909,1.909,-114.705,0.304
9342.827,1185.562,-9048.276,1032.828,117,1025,0.102,0.898,1142,-464896,59904,-524800,484.97,1.254,4.181,32297.105,278.423,203.474,0.267,0.767,-0.533,1.533,-92.028,0.226
8625.543,1159.72,-8274.286,1117.091,120,905,0.117,0.883,1025,-401920,61440,-463360,737.665,2.112,6.646,47254.24,425.714,300.493,0.267,0.767,-0.533,1.533,-54.807,0.14
9312.053,1146.348,-9090.415,1171.692,119,941,0.112,0.888,1060,-420864,60928,-481792,672.19,2.029,6.402,40876.39,389.299,278.993,0.267,0.767,-0.533,1.533,-56.601,0.143
8767.817,1003.311,-9236.078,1024.0,100,920,0.098,0.902,1020,-419840,51200,-471040,441.325,1.876,4.37,27410.025,271.386,224.467,0.3,0.733,-0.692,1.692,-80.31,0.195
9432.325,1207.024,-9629.957,1068.522,96,884,0.098,0.902,980,-403456,49152,-452608,599.7,2.121,6.448,32649.57,351.071,259.984,0.267,0.767,-0.533,1.533,-57.124,0.139
8205.325,1092.218,-8847.719,1051.429,115,985,0.105,0.895,1100,-445440,58880,-504320,706.29,2.553,6.25,48789.82,431.768,347.404,0.267,0.767,-0.533,1.533,-59.707,0.147
9683.09,1936.631,-9348.414,1221.614,136,1059,0.114,0.886,1195,-472576,69632,-542208,389.16,1.204,3.384,26307.08,228.757,180.06,0.3,0.733,-0.692,1.692,-110.066,0.278
9827.362,827.006,-8994.133,1006.644,116,1054,0.099,0.901,1170,-480256,59392,-539648,818.04,2.245,6.874,56961.735,478.67,351.934,0.3,0.733,-0.692,1.692,-54.595,0.133
10027.898,1013.332,-9539.368,969.143,106,1062,0.091,0.909,1168,-489472,54272,-543744,581.18,1.79,5.143,38286.015,338.814,242.399,0.3,0.733,-0.692,1.692,-75.567,0.18
9668.067,1392.645,-8686.933,1180.203,136,1018,0.118,0.882,1154,-451584,69632,-521216,788.3,3.008,6.624,56580.8,475.469,414.34,0.267,0.767,-0.533,1.533,-57.943,0.148
9479.957,1447.556,-8356.571,1303.273,140,914,0.133,0.867,1054,-396288,71680,-467968,488.87,2.299,4.404,32773.3,295.255,303.543,0.3,0.733,-0.692,1.692,-84.983,0.226
8583.411,1673.366,-6656.0,1236.293,99,546,0.153,0.847,645,-228864,50688,-279552,652.335,15.621,7.859,43169.51,520.115,1274.021,0.333,0.7,-0.909,1.909,-81.678,0.23
9230.971,2123.019,-11121.311,1189.025,281,2650,0.096,0.904,2931,-1212928,143872,-1356800,1468.755,5.388,6.044,227431.81,935.933,1425.265,0.367,0.667,-1.222,2.222,-77.419,0.187
8901.17,2556.545,-10764.0,1244.0,311,2691,0.104,0.896,3002,-1218560,159232,-1377792,1620.505,2.246,6.33,247469.93,966.679,767.102,0.433,0.6,-2.6,3.6,-61.838,0.152
9086.6,2303.176,-11393.91,1127.164,295,2982,0.09,0.91,3277,-1375744,151040,-1526784,1582.745,1.892,5.906,247360.74,922.988,720.754,0.433,0.6,-2.6,3.6,-71.809,0.171
9361.455,2329.257,-10634.492,1214.413,287,2534,0.102,0.898,2821,-1150464,146944,-1297408,1355.895,1.214,5.58,181971.135,748.852,524.651,0.367,0.667,-1.222,2.222,-71.299,0.175
9524.531,2225.79,-10482.726,1187.081,313,2764,0.102,0.898,3077,-1254912,160256,-1415168,1392.525,1.733,5.158,221331.92,819.748,635.333,0.4,0.633,-1.714,2.714,-77.063,0.189
9588.32,2320.971,-10623.023,1201.231,305,2718,0.101,0.899,3023,-1235456,156160,-1391616,1713.31,1.931,6.564,257547.225,986.771,733.443,0.367,0.667,-1.222,2.222,-60.838,0.149
9731.96,2009.731,-11295.267,1020.062,259,2890,0.082,0.918,3149,-1347072,132608,-1479680,1252.94,1.471,4.801,189573.605,726.336,540.812,0.4,0.633,-1.714,2.714,-87.124,0.204
9522.988,2934.037,-10273.635,1340.235,356,2749,0.115,0.885,3105,-1225216,182272,-1407488,3706.495,5.826,13.577,584882.93,2142.428,1808.669,0.4,0.633,-1.714,2.714,-28.297,0.072
9506.309,2414.754,-11520.0,1202.992,289,2790,0.094,0.906,3079,-1280512,147968,-1428480,5361.125,6.684,21.705,766390.64,3102.796,2345.761,0.4,0.633,-1.714,2.714,-19.114,0.046
9611.8,2204.765,-11641.46,1216.0,323,3115,0.094,0.906,3438,-1429504,165376,-1594880,2350.7,1.966,8.611,355662.885,1302.794,872.461,0.367,0.667,-1.222,2.222,-46.125,0.111
10029.361,1571.555,-11259.803,1024.0,242,2683,0.083,0.917,2925,-1249792,123904,-1373696,1365.245,2.015,5.618,198453.215,816.68,634.113,0.4,0.633,-1.714,2.714,-73.447,0.172
9108.329,2492.907,-10711.04,1154.577,336,3138,0.097,0.903,3474,-1434624,172032,-1606656,1645.735,1.367,5.504,276855.685,925.939,656.549,0.367,0.667,-1.222,2.222,-73.248,0.177
9305.869,2581.136,-11167.475,1231.339,291,2661,0.099,0.901,2952,-1213440,148992,-1362432,1010.765,5.439,4.16,168584.645,693.764,1374.418,0.367,0.667,-1.222,2.222,-121.671,0.296
9954.823,2045.179,-10860.606,1121.71,287,2800,0.093,0.907,3087,-1286656,146944,-1433600,1939.33,1.773,7.374,285826.76,1086.794,759.102,0.433,0.6,-2.6,3.6,-55.003,0.132
7862.27,1157.866,-10602.667,993.882,231,2485,0.085,0.915,2716,-1154048,118272,-1272320,1864.03,2.613,7.799,263551.13,1102.724,822.319,0.4,0.633,-1.714,2.714,-51.934,0.122
8843.421,2564.057,-11500.639,1333.782,310,2673,0.104,0.896,2983,-1209856,158720,-1368576,1998.53,7.056,8.397,315374.685,1325.104,1811.468,0.4,0.633,-1.714,2.714,-53.888,0.133
9153.011,2497.612,-10950.45,1268.0,317,2759,0.103,0.897,3076,-1250304,162304,-1412608,1179.14,1.518,4.588,175121.105,681.405,539.413,0.433,0.6,-2.6,3.6,-85.194,0.21
8649.494,1918.326,-10445.576,1172.519,300,2693,0.1,0.9,2993,-1225216,153600,-1378816,1333.555,1.707,5.071,207104.765,787.471,624.686,0.367,0.667,-1.222,2.222,-81.538,0.199
8997.41,645.343,-11625.412,776.678,179,2702,0.062,0.938,2881,-1291776,91648,-1383424,5779.04,15.083,24.384,924691.07,3901.65,3639.591,0.367,0.667,-1.222,2.222,-16.511,0.037
9229.532,821.148,-11120.0,829.979,154,2085,0.069,0.931,2239,-988672,78848,-1067520,5341.765,13.766,27.967,649585.145,3400.969,2775.738,0.433,0.6,-2.6,3.6,-15.495,0.035
8329.659,1773.331,-8207.754,1376.0,172,1042,0.142,0.858,1214,-445440,88064,-533504,1021.09,2.647,7.915,77047.62,597.268,428.971,0.4,0.633,-1.714,2.714,-41.599,0.113
9693.736,1558.376,-8859.429,1247.418,134,969,0.121,0.879,1103,-427520,68608,-496128,515.69,2.147,4.646,34591.95,311.639,272.676,0.4,0.633,-1.714,2.714,-74.631,0.193
7550.644,1613.57,-8000.0,1292.19,159,1000,0.137,0.863,1159,-430592,81408,-512000,775.94,2.148,6.11,57513.205,452.86,320.403,0.4,0.633,-1.714,2.714,-54.07,0.146
